,gs://auv-product-search-workshop/fashion-product-images-small/images/59263.jpg,articleType=Watches,baseColour=Silver,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/30039.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/29928.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/17429.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/51658.jpg,articleType=Watches,baseColour=Copper,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/23278.jpg,articleType=Watches,baseColour=Off_White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/44984.jpg,articleType=Watches,baseColour=White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/11188.jpg,articleType=Watches,baseColour=Silver,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/45258.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/44970.jpg,articleType=Watches,baseColour=White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/22950.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/13841.jpg,articleType=Watches,baseColour=White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/8110.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/43190.jpg,articleType=Watches,baseColour=White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/32335.jpg,articleType=Watches,baseColour=Silver,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/56670.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/36795.jpg,articleType=Watches,baseColour=Silver,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/40527.jpg,articleType=Watches,baseColour=Gold,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/45869.jpg,articleType=Watches,baseColour=Brown,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/4716.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Sports
,gs://auv-product-search-workshop/fashion-product-images-small/images/26351.jpg,articleType=Watches,baseColour=White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/29917.jpg,articleType=Watches,baseColour=White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/43164.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/45293.jpg,articleType=Watches,baseColour=Red,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/36761.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/37481.jpg,articleType=Watches,baseColour=White,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/8117.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/39375.jpg,articleType=Watches,baseColour=Silver,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/59290.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
,gs://auv-product-search-workshop/fashion-product-images-small/images/52678.jpg,articleType=Watches,baseColour=Black,season=Winter,usage=Casual
