gs://auv-product-search-workshop/fashion-product-images-small/images/59263.jpg,image_59263,product_watches_0,product_id_2,apparel-v2,Titan Women Silver Watch,"articleType=Watches,baseColour=Silver,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/30039.jpg,image_30039,product_watches_0,product_id_9,apparel-v2,Skagen Men Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/29928.jpg,image_29928,product_watches_0,product_id_16,apparel-v2,Police Men Black Dial Watch PL12889JVSB,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/17429.jpg,image_17429,product_watches_0,product_id_20,apparel-v2,CASIO G-Shock Men Black Digital Watch G-7710-1DR G223,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/51658.jpg,image_51658,product_watches_0,product_id_38,apparel-v2,Fossil Women Copper Chronograph Watch CH2589,"articleType=Watches,baseColour=Copper,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/23278.jpg,image_23278,product_watches_0,product_id_42,apparel-v2,Maxima Ssteele Men Off White Watch,"articleType=Watches,baseColour=Off_White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/44984.jpg,image_44984,product_watches_0,product_id_50,apparel-v2,Maxima Women White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/11188.jpg,image_11188,product_watches_0,product_id_58,apparel-v2,Carrera Men Dial steel finish strap Silver Watches,"articleType=Watches,baseColour=Silver,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/45258.jpg,image_45258,product_watches_0,product_id_62,apparel-v2,CASIO EDIFICE Men Black Dial Chronograph Watch ED60,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/44970.jpg,image_44970,product_watches_0,product_id_86,apparel-v2,Maxima Men White Dial Analog Chronograph Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/22950.jpg,image_22950,product_watches_0,product_id_104,apparel-v2,Fastrack Unisex Black Dial Watch 9915PP13,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/13841.jpg,image_13841,product_watches_0,product_id_125,apparel-v2,ADIDAS Unisex Three Small Dials White Watches,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/8110.jpg,image_8110,product_watches_0,product_id_130,apparel-v2,Fastrack Men Economy 2 Analg Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/43190.jpg,image_43190,product_watches_0,product_id_149,apparel-v2,Fastrack Women White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/32335.jpg,image_32335,product_watches_0,product_id_156,apparel-v2,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,"articleType=Watches,baseColour=Silver,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/56670.jpg,image_56670,product_watches_0,product_id_158,apparel-v2,Maxima Men Black Dial Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/36795.jpg,image_36795,product_watches_0,product_id_164,apparel-v2,Maxima Men Ssteele Silver Dial Watch,"articleType=Watches,baseColour=Silver,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/40527.jpg,image_40527,product_watches_0,product_id_165,apparel-v2,Titan Men Gold Dial Watch,"articleType=Watches,baseColour=Gold,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/45869.jpg,image_45869,product_watches_0,product_id_168,apparel-v2,Maxima Men Brown Dial Watch,"articleType=Watches,baseColour=Brown,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/4716.jpg,image_4716,product_watches_0,product_id_192,apparel-v2,ADIDAS Unisex Response ST Analogue Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Sports",
gs://auv-product-search-workshop/fashion-product-images-small/images/26351.jpg,image_26351,product_watches_0,product_id_212,apparel-v2,DKNY Women White Dial Watch NY8472,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/29917.jpg,image_29917,product_watches_0,product_id_223,apparel-v2,Police Men White Dial Watch PL12698JS,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/43164.jpg,image_43164,product_watches_0,product_id_295,apparel-v2,Fastrack Men Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/45293.jpg,image_45293,product_watches_0,product_id_310,apparel-v2,CASIO SHEEN Women Red Dial Watch SX017,"articleType=Watches,baseColour=Red,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/36761.jpg,image_36761,product_watches_0,product_id_311,apparel-v2,Maxima Men Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/37481.jpg,image_37481,product_watches_0,product_id_317,apparel-v2,Esprit Women White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/8117.jpg,image_8117,product_watches_0,product_id_343,apparel-v2,Fastrack Men New Analog Black Navy Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/39375.jpg,image_39375,product_watches_0,product_id_354,apparel-v2,Helix Women Silver Dial Watch,"articleType=Watches,baseColour=Silver,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/59290.jpg,image_59290,product_watches_0,product_id_356,apparel-v2,Titan Men Black Dial Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/52678.jpg,image_52678,product_watches_0,product_id_357,apparel-v2,Morellato Men Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/39711.jpg,image_39711,product_watches_0,product_id_371,apparel-v2,ADIDAS Original Men Black Dial Chronograph Watch ADH2641,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/36759.jpg,image_36759,product_watches_0,product_id_376,apparel-v2,Maxima Men White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/44977.jpg,image_44977,product_watches_0,product_id_397,apparel-v2,Maxima Men Silver Dial Attivo Watch,"articleType=Watches,baseColour=Silver,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/29745.jpg,image_29745,product_watches_0,product_id_425,apparel-v2,Fossil Men Quartz Black Dial Chronograph Watch JR1303,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/44983.jpg,image_44983,product_watches_0,product_id_435,apparel-v2,Maxima Women Silver Dial Watch,"articleType=Watches,baseColour=Silver,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/59264.jpg,image_59264,product_watches_0,product_id_463,apparel-v2,Titan Women White Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/43163.jpg,image_43163,product_watches_0,product_id_516,apparel-v2,Fastrack Men White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/36766.jpg,image_36766,product_watches_0,product_id_524,apparel-v2,Maxima Men Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/45294.jpg,image_45294,product_watches_0,product_id_525,apparel-v2,CASIO SHEEN Women Black Dial Watch SX041,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/30001.jpg,image_30001,product_watches_0,product_id_590,apparel-v2,Aspen Women White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/29910.jpg,image_29910,product_watches_0,product_id_591,apparel-v2,Police Men Black Dial Watch PL12170JSB,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/4711.jpg,image_4711,product_watches_0,product_id_616,apparel-v2,ADIDAS Unisex Toronto Hand Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Sports",
gs://auv-product-search-workshop/fashion-product-images-small/images/40520.jpg,image_40520,product_watches_0,product_id_637,apparel-v2,Titan Men Cream Dial Watch,"articleType=Watches,baseColour=Cream,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/37472.jpg,image_37472,product_watches_0,product_id_641,apparel-v2,Esprit Men Grey Dial Watch,"articleType=Watches,baseColour=Grey,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/51660.jpg,image_51660,product_watches_0,product_id_647,apparel-v2,Fossil Men Black Dial Watch AM4384,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/43197.jpg,image_43197,product_watches_0,product_id_671,apparel-v2,Fastrack Women Grey Dial Watch,"articleType=Watches,baseColour=Grey,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/56677.jpg,image_56677,product_watches_0,product_id_675,apparel-v2,Maxima Men White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/32332.jpg,image_32332,product_watches_0,product_id_677,apparel-v2,Q&Q Men Steel Digital Watch,"articleType=Watches,baseColour=Steel,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/36792.jpg,image_36792,product_watches_0,product_id_681,apparel-v2,Maxima Men Black Dial Attivo Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/45260.jpg,image_45260,product_watches_0,product_id_682,apparel-v2,CASIO G-Shock Men Black Digital Watch DW-5600E-1VDF G001,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/46418.jpg,image_46418,product_watches_0,product_id_691,apparel-v2,Timex Men Olive Green Dial Watch DV10,"articleType=Watches,baseColour=Olive,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/5068.jpg,image_5068,product_watches_0,product_id_702,apparel-v2,Being Human Men Grey Dial Blue Strap Watch,"articleType=Watches,baseColour=Blue,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/45893.jpg,image_45893,product_watches_0,product_id_704,apparel-v2,Maxima Ssteele Men Black Dial Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/36905.jpg,image_36905,product_watches_0,product_id_722,apparel-v2,Fossil Men Black Dial Watch ME1113,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/47992.jpg,image_47992,product_watches_0,product_id_747,apparel-v2,Helix Women Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/17418.jpg,image_17418,product_watches_0,product_id_768,apparel-v2,CASIO ENTICER Men Black Analogue Watch BS112 ,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/29919.jpg,image_29919,product_watches_0,product_id_780,apparel-v2,Police Men Black Dial Chronograph Watch PL12699JS-02,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/59252.jpg,image_59252,product_watches_0,product_id_789,apparel-v2,Titan Men White Dial Automatic Watch NB9365SL01,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/45269.jpg,image_45269,product_watches_0,product_id_802,apparel-v2,CASIO Youth Series Digital Men Black Small Dial Digital Watch W-210-1CVDF I065,"articleType=Watches,baseColour=Black,season=Summer,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/40529.jpg,image_40529,product_watches_0,product_id_810,apparel-v2,Titan Women White Dial Watch,"articleType=Watches,baseColour=White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/52671.jpg,image_52671,product_watches_0,product_id_836,apparel-v2,Morellato Men Navy Blue Watch,"articleType=Watches,baseColour=Navy_Blue,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/23282.jpg,image_23282,product_watches_0,product_id_881,apparel-v2,Maxima Men Off White Dial Watch,"articleType=Watches,baseColour=Off_White,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/46427.jpg,image_46427,product_watches_0,product_id_922,apparel-v2,Timex Men Black Dial Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/43155.jpg,image_43155,product_watches_0,product_id_926,apparel-v2,Fastrack Women Black Dial Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
gs://auv-product-search-workshop/fashion-product-images-small/images/23276.jpg,image_23276,product_watches_0,product_id_933,apparel-v2,Maxima Ssteele Men Black Watch,"articleType=Watches,baseColour=Black,season=Winter,usage=Casual",
